CardsDonated,ClanJoined,Cohort,Country,DaysToReachTheater2,DaysToReachTheater3,DaysToReachTheater4,DaysToReachTheater5,FirstPurchaseTheater,Number of Records,PayingUsers,PlayTimeToReachTheater2,PlayTimeToReachTheater3,PlayTimeToReachTheater4,PlayTimeToReachTheater5,StartingGoldHurryCrate,StartingGoldPurchaseCrate,StartingGoldPurchaseSupply,T2Draw,T2Losses,T2Wins,T3Draw,T3Losses,T3Wins,T4Draw,T4Losses,T4Wins,Platform,userID
0,0,27/04/2017,US,1,2,6,18,3,1,1,13,122,373,711,254,,,2,14,14,6,21,18,,,,XBOXONE,9XZhKnz-EEi-2M2EYQYz2g
0,0,27/04/2017,US,1,2,10,20,,1,0,19,159,912,1501,286,110,,2,11,13,122,85,54,15,84,58,XBOXONE,aElENy2JiU2PxIooRHsV3Q
3,1,27/04/2017,US,1,3,3,17,,1,0,16,228,436,1223,239,,12,,20,17,3,25,23,8,109,81,XBOXONE,JpD5B_NB_kWh8mhJwFE57g
0,0,27/04/2017,US,1,2,2,5,3,1,1,13,86,239,680,238,,,,4,12,,4,8,,,,XBOXONE,kHCSwDWHLkqlJBiUzXTuEA
2,1,27/04/2017,US,1,1,4,17,,1,0,19,189,478,844,24,220,18,2,16,11,2,21,23,13,18,32,XBOXONE,mGcIn2Z9-0CC0cYZWuksPg
0,0,27/04/2017,US,2,4,11,31,,1,0,23,245,1258,1963,333,,83,1,25,15,7,118,57,3,153,106,XBOXONE,oi9F86GSc0WyCcsmLXleFQ
2,1,27/04/2017,US,1,2,8,21,,1,0,16,111,635,1212,443,,65,1,8,15,7,61,47,5,58,49,XBOXONE,TELwJSHM5UST9BlFxf_q-Q
5,1,27/04/2017,US,1,1,3,7,,1,0,16,80,133,317,159,,99,1,1,13,,2,15,,2,19,XBOXONE,w_V0jwSn-0K0OKCxt4hrpA
0,1,27/04/2017,US,2,4,5,16,3,1,1,25,187,310,597,149,,96,3,19,15,1,2,10,,,,XBOXONE,yUygUtrvdEOJCAmTe0mlZQ
0,1,28/04/2017,-1,1,1,3,11,,1,0,24,107,410,1782,415,,,1,10,12,2,43,31,24,205,134,PS4,4e-scLsOAk-Gqb75r5W4zQ
35,1,28/04/2017,-1,1,2,3,10,,1,0,21,247,612,1547,616,,9,,29,15,5,32,27,27,124,90,PS4,jgznU2p3uE6ZQV3hxqAdbg
15,1,28/04/2017,AE,1,2,7,19,,1,0,25,559,1215,2752,198,220,,6,22,14,22,76,50,78,279,164,PS4,gMKgiYPbF0SgzvoCWSARSg
0,1,28/04/2017,AR,2,7,11,21,,1,0,221,434,527,829,261,,70,2,5,15,1,7,15,1,17,20,PS4,K25RKaUbXEW_GctyzMhhzg
0,0,28/04/2017,AT,1,4,11,22,2,1,1,15,244,493,635,5,220,6,,,,,,,,,,PS4,NDzMCz4VOkGNTySCg6rCzA
80,1,28/04/2017,AU,1,2,7,15,,1,0,13,132,303,536,23,110,88,,5,14,,11,17,,12,29,PS4,ZuiUhZ4vu0-aK04nKuUaTA
1,1,28/04/2017,BA,2,10,20,36,,1,0,22,335,645,1048,62,220,84,,36,11,2,42,29,8,42,36,PS4,s_0qa_szBUeIuQvKQX5zaA
32,1,28/04/2017,BR,2,3,8,12,,1,0,15,97,179,264,,,,,2,113,,2,14,1,3,13,PS4,j_l-3eEreUKAOfU1qvCF8g
0,1,28/04/2017,BR,1,5,17,30,,1,0,15,182,534,794,205,110,69,1,18,12,,61,32,2,45,47,PS4,LAHXaBCVPUOt93BWVgAJBg
34,1,28/04/2017,BR,1,1,1,5,,1,0,11,67,116,369,84,220,,,1,13,,,12,10,31,39,PS4,OktNAbdw6EqPUy4C4_EQPg
3,1,28/04/2017,BR,1,1,3,8,,1,0,10,75,139,264,48,220,15,,3,14,,2,11,,9,21,PS4,sjXf1rppJU6QdaMOP5rrPQ
1336,1,28/04/2017,BY,1,2,2,12,,1,0,10,76,160,288,4,,720,1,2,11,1,5,14,6,117,81,PS4,6QtYiBEG80WW32V4GaZjdg
3,1,28/04/2017,CA,1,2,17,25,,1,0,12,102,241,348,22,,,4,2,14,,14,15,,8,15,PS4,DFcyvc_TjkWgCBALKrys7Q
0,1,28/04/2017,CA,1,1,1,5,,1,0,21,294,661,1498,357,,,6,31,16,7,61,37,56,209,150,PS4,PgMcdxHgcU6ExU3zc3ZqdQ
0,0,28/04/2017,CA,1,1,1,6,,1,0,15,111,187,627,270,,8,,3,18,,6,15,8,75,79,PS4,qRPRdCUcIUyQqCfpXTzV3Q
4,1,28/04/2017,CA,1,2,4,5,4,1,1,12,149,298,418,257,,,,4,12,2,1,17,4,6,20,PS4,u2eB4JXLN02O3AvA_Vfzpw
0,1,28/04/2017,CA,1,2,3,7,3,1,1,14,116,390,839,2,220,36,,8,14,4,25,24,,,,PS4,wWmptGQfrUmORWFEtw7m2Q
2,1,28/04/2017,DE,1,5,10,15,,1,0,11,106,207,299,33,,75,4,1,15,1,8,13,,4,14,PS4,5vzMzevnHUCEieGCJBloBw
24,1,28/04/2017,DE,1,2,2,6,,1,0,11,80,133,271,268,,6,,2,13,1,,12,5,4,21,PS4,Bd08ZFpTLk-xrCXavSV8Sg
0,0,28/04/2017,DE,1,3,5,7,,1,0,15,205,434,832,288,,,3,12,14,4,18,24,4,40,32,PS4,hzGEbtdhMEGVivERX14VMw
1,1,28/04/2017,DE,1,4,12,19,3,1,1,19,184,474,645,32,125,74,,16,14,,19,15,,,,PS4,puCLCQo3qUG16RRVpwdUTg
475,1,28/04/2017,DE,1,2,10,20,,1,0,18,256,905,1477,538,110,24,2,49,15,7,85,51,10,73,66,PS4,qvi6LLfmaUiuEKs_-pAEUA
222,1,28/04/2017,DE,1,3,5,12,,1,0,16,155,255,501,430,110,76,1,11,15,1,6,17,7,44,58,PS4,Xvy1Vm1Zz0CAZ4hmAmwYXQ
10,1,28/04/2017,ES,1,3,8,17,,1,0,14,177,305,475,4,125,51,2,3,11,,3,11,1,7,12,PS4,8y0W2X-G_UWSnXAoPnc6AA
0,1,28/04/2017,ES,1,3,4,5,,1,0,15,129,272,382,263,,,1,13,15,,20,16,3,11,16,PS4,OAXw8VmrGUmZRPs-RQwUGQ
593,1,28/04/2017,ES,1,3,7,9,,1,0,11,88,183,349,51,340,,1,1,13,2,2,16,1,6,18,PS4,zBOiyXPqKUypNXMYp2Uwcg
0,1,28/04/2017,FI,1,2,3,11,,1,0,14,190,361,1285,334,,12,2,14,14,8,16,19,14,80,58,PS4,0dQu9Cv_kUGkReJpdRawxg
98,1,28/04/2017,FR,1,1,2,3,,1,0,13,100,265,416,108,,186,1,3,13,3,4,17,,1,15,PS4,Gn0GBjOnkUCiZvi6efaxOQ
0,0,28/04/2017,FR,1,3,10,16,,1,0,16,108,370,495,260,,,1,4,14,3,11,16,4,4,15,PS4,sb2ug5lUm0yXjPk0MiQ0kQ
0,1,28/04/2017,FR,1,4,8,17,,1,0,25,182,524,895,333,,78,,17,13,1,51,32,7,59,43,PS4,WidDfAmzm0er6fIorPuRqQ
0,1,28/04/2017,GB,1,2,3,11,3,1,1,17,164,263,825,129,,105,,12,11,,3,1,,,,PS4,_IeS2PvTQkiNEYuoRJw33g
10,1,28/04/2017,GB,1,4,13,20,,1,0,11,70,142,198,1,250,,,2,12,1,4,11,,3,12,PS4,B4RvW_ojpk-SHTRBNUWG0A
257,1,28/04/2017,GB,1,2,5,13,,1,0,9,63,134,186,,340,,1,,11,,1,14,,,12,PS4,bMsNv_UGXUOpz4BZ0L_vFw
0,1,28/04/2017,GB,1,1,2,4,,1,0,13,117,253,1036,89,140,6,1,6,13,2,10,18,9,58,56,PS4,iDHd4d-9HUWaN8OoSNhpHA
440,1,28/04/2017,GB,1,4,7,14,,1,0,17,100,212,344,171,,368,1,5,15,,5,15,6,10,24,PS4,LaoBZnB8t0iM_CAn3L4nww
1,1,28/04/2017,GB,1,1,1,12,,1,0,13,55,131,434,134,140,6,,2,12,2,4,16,5,16,28,PS4,qOsXwXnJe0avD9rR-7ko5Q
0,1,28/04/2017,HR,1,4,7,8,,1,0,10,107,165,199,26,,109,3,6,15,,1,14,,1,9,PS4,r7nW4fIml02DSuWJuZmb_w
0,1,28/04/2017,IE,2,4,5,7,,1,0,14,101,273,388,280,,64,,9,12,,18,19,,11,22,PS4,ERY3rAWb9kKOOssSqICkEQ
3,1,28/04/2017,IL,1,1,9,21,,1,0,18,137,996,1993,248,,72,,21,16,16,159,72,9,155,90,PS4,AB7xWvK_dk2X7o64nGZ1wQ
0,1,28/04/2017,NZ,1,2,2,6,,1,0,11,226,413,884,248,,6,2,9,13,5,20,20,4,40,36,PS4,VrLQmOxfI0apoL3ArSp0lA
501,1,28/04/2017,PE,1,1,2,4,,1,0,34,95,160,342,54,,28,,5,13,,4,14,1,20,26,PS4,DPu8ezOjdUK3xAun9XnVmQ
734,1,28/04/2017,PL,1,1,14,26,,1,0,13,138,1158,1374,89,,275,1,22,11,,158,75,6,40,33,PS4,-RQiP4cUgUeR0n0XAji4Ww
0,1,28/04/2017,PL,1,1,5,11,,1,0,12,70,259,536,251,,,,2,13,1,26,27,3,34,23,PS4,Eju9cGPFRUOVyCq5i0g86w
2,1,28/04/2017,PT,1,5,8,24,4,1,1,15,157,382,1134,104,110,71,1,18,10,7,23,20,12,51,32,PS4,DoogFb40F0ibXOIflvQLfg
28,1,28/04/2017,PT,1,4,9,17,,1,0,13,125,217,485,302,,6,2,9,14,2,3,16,7,33,26,PS4,rr_EYl7a5kyW3WRVQ3UeZw
21,1,28/04/2017,PY,1,1,2,10,,1,0,12,67,147,1702,193,110,,,1,12,2,25,29,21,238,133,PS4,V9YzgekCSUCfG8Ul0EOqQg
71,1,28/04/2017,SA,1,6,10,14,,1,0,8,67,132,200,45,220,9,,4,13,1,2,12,,1,17,PS4,ccLduz5YSU2PcRpbGqNnmQ
5,1,28/04/2017,SV,1,2,2,3,,1,0,9,69,126,220,49,,,,,11,,1,15,,5,15,PS4,mGq3twkJ9UuUryBcU5MUPA
1,1,28/04/2017,TH,1,2,3,12,,1,0,15,125,243,607,,,303,,13,12,1,9,20,1,88,57,PS4,56ZTH9S5xkGjJBlLnysoJg
2,1,28/04/2017,TR,2,4,5,13,,1,0,19,194,353,1182,264,170,24,4,24,16,2,18,21,20,90,56,PS4,tNQWKvhqekewI0qtL9z-Kg
0,1,28/04/2017,US,1,1,3,12,3,1,1,15,104,273,486,243,,6,,7,15,1,5,6,,,,PS4,_6uCEHtIUkGK5_eTWRG6qg
0,0,28/04/2017,US,1,4,5,13,,1,0,24,173,265,810,68,,,3,11,15,2,8,15,15,61,45,PS4,731FJ5NcnUy5V20_0So8Aw
0,1,28/04/2017,US,2,5,10,20,,1,0,23,175,364,469,227,110,6,1,7,12,1,21,21,13,47,39,PS4,8Pz64_xhcUGafBiwJmSgCw
24,1,28/04/2017,US,1,4,13,20,,1,0,19,225,416,899,144,220,12,1,24,12,5,48,36,7,43,27,PS4,c0ln4uwUdkOUIUK-mZ7VZQ
295,1,28/04/2017,US,1,3,7,20,,1,0,19,197,458,958,175,110,117,2,31,14,3,46,36,,75,52,PS4,g90f_dk4F0-BGlj6BPIvKg
396,1,28/04/2017,US,1,3,3,7,,1,0,25,106,169,638,39,,110,,4,13,,4,14,3,82,65,PS4,tGivl2f6K0GE4LZJ29_fMw
83,1,28/04/2017,US,1,1,5,23,,1,0,19,286,1273,3101,151,110,270,3,11,14,11,48,37,3,42,33,PS4,Tn1SpUDLP0-HKMYoAnVDrA
22,1,28/04/2017,US,1,2,3,13,,1,0,15,205,373,806,376,,,,12,14,2,23,23,10,52,47,PS4,VDNTNNUaFk2fci5Vu0h9Yg
0,1,28/04/2017,US,1,1,2,7,,1,0,14,112,268,429,162,110,6,,8,13,1,12,15,9,38,48,PS4,x_MNlHFWJE-lV61r0oZ6lw
0,1,28/04/2017,US,1,1,1,4,,1,0,9,93,208,891,145,,113,1,2,12,2,9,15,6,66,54,PS4,xNHSxIMGTkOchVJ5MNSaOw
0,0,28/04/2017,US,1,2,4,10,,1,0,25,218,388,548,49,,20,3,26,17,5,16,17,7,30,36,PS4,xQDSxOTyMEG-W_IgM5HWsw
0,0,28/04/2017,US,1,1,2,7,3,1,1,19,147,291,1604,241,,,,11,14,,12,10,,,,PS4,Z8l_rEYOmkysFHJrJF7nOA
11,1,28/04/2017,DE,1,8,20,22,,1,0,11,212,362,447,51,220,20,3,11,16,4,9,12,1,2,13,STEAM_PC,UE3NuDSbFk6tleGj_5Hmyg
0,1,28/04/2017,-1,1,1,4,13,2,1,1,26,218,637,1385,4,220,,,1,1,,,,,,,XBOXONE,bdlDwflz0kO5gFgKcQNegQ
6,1,28/04/2017,-1,1,1,3,7,,1,0,11,84,312,674,212,,60,,4,16,4,23,22,13,31,32,XBOXONE,NbK6M0niZkieEiFl93Jegg
9,1,28/04/2017,AU,1,5,9,11,,1,0,24,138,457,589,172,110,,,5,14,3,18,20,1,10,16,XBOXONE,tfO87Ry3-ES4gJQlo4YPuw
4,1,28/04/2017,BR,1,1,7,18,,1,0,18,150,563,1180,338,,19,,13,15,5,54,34,13,58,50,XBOXONE,CWmJXKqSck2MBJALHoN8dw
7,1,28/04/2017,CA,1,4,9,14,,1,0,16,246,618,796,7,220,60,,1,16,,4,18,,3,18,XBOXONE,QCSZKa2Atk2FYzYFnfoz4w
0,0,28/04/2017,CH,1,2,4,18,4,1,1,18,793,986,1382,148,110,,2,16,15,,9,18,,2,1,XBOXONE,qjFM-bH5bkaij0ONqu4aqw
0,0,28/04/2017,GB,1,2,7,11,,1,0,15,88,193,439,170,,,,7,16,5,5,13,3,22,25,XBOXONE,-d3ieNsCwk6_xEEadkpi0w
4,1,28/04/2017,GB,1,3,4,7,3,1,1,11,90,223,678,169,,87,,3,11,,5,10,,,,XBOXONE,jVQLmRpDpEWROh5-jgkSjg
50,1,28/04/2017,GB,1,9,13,19,,1,0,15,350,529,846,29,110,189,1,35,12,4,16,19,6,25,21,XBOXONE,KEkZOZhOwUaQxfDRvv6Ezg
15,1,28/04/2017,HU,2,5,10,18,,1,0,12,157,380,968,27,110,32,,7,15,4,10,23,15,37,42,XBOXONE,KBYe7WyAIEij5BT0EEV4Pw
9,1,28/04/2017,MX,2,4,12,18,,1,0,15,106,202,300,,,,1,1,12,1,1,14,1,1,9,XBOXONE,_7OYSuOrOUOUq5YSevYWTg
0,1,28/04/2017,MX,1,3,8,15,,1,0,26,194,308,537,229,220,,1,23,14,2,15,24,1,31,37,XBOXONE,2fr6G7M4gkyjoiwJQE2_fw
1,1,28/04/2017,MX,2,5,5,9,,1,0,17,190,263,433,4,,,,10,19,1,5,13,3,13,19,XBOXONE,2zOQhbS04Eew7OtkwPQMQg
448,1,28/04/2017,NL,1,15,26,29,,1,0,7,97,209,301,75,,260,,2,11,,2,14,,4,13,XBOXONE,lPSA2uvW6kye3FxIqCBVtw
417,1,28/04/2017,NL,1,16,24,28,,1,1,13,164,228,317,84,,223,,7,9,2,,16,,6,14,XBOXONE,otTgfctU10WfxwwdvMEVKQ
1122,1,28/04/2017,PL,1,5,14,25,,1,0,13,244,593,858,92,,281,3,37,14,,36,29,10,45,39,XBOXONE,y790vYYslk25Q8c0V4s71w
1,1,28/04/2017,RU,1,3,5,10,,1,0,18,307,554,756,2,,,,12,15,4,13,19,2,10,24,XBOXONE,kDnt1euLlUm-TrDAAhXm3w
0,1,28/04/2017,US,1,3,7,13,,1,0,21,172,559,1110,44,110,151,,18,11,9,68,31,6,28,34,XBOXONE,3AQVIvStPUi1MpxBBTlvkw
7,1,28/04/2017,US,1,1,5,7,,1,0,15,115,327,514,244,,,1,5,16,3,15,20,,12,21,XBOXONE,3WYNZUYhnUCLP3uZM_lmow
9,1,28/04/2017,US,1,4,10,17,,1,0,10,117,181,241,214,,66,,4,14,,,8,1,1,12,XBOXONE,3zEWo7Kq7EOUfmLh5KQfQQ
364,1,28/04/2017,US,1,3,7,15,,1,0,15,225,1022,1809,168,220,,3,71,14,8,232,475,35,73,64,XBOXONE,AAeTk9FCLEeGje13blDePA
1,1,28/04/2017,US,1,6,20,31,,1,0,15,135,258,433,1,,,,10,13,1,7,11,1,10,21,XBOXONE,c-gZ-gEPWUa5RtVnWijMSw
58,1,28/04/2017,US,1,2,3,11,,1,0,13,108,245,664,335,2100,183,1,10,13,2,10,20,4,69,69,XBOXONE,ih3rErh60U654AtsZHuiZw
0,1,28/04/2017,US,1,2,3,6,,1,0,17,131,258,547,151,,108,4,7,13,3,6,19,4,29,29,XBOXONE,mXujTGFdREOqZIwgrscFgg
3,1,28/04/2017,US,1,4,11,21,4,1,1,15,203,452,1167,310,,,,24,17,2,29,29,4,48,35,XBOXONE,OhkfMLsbE0mVkh0MGhmPoA
23,1,28/04/2017,US,1,2,7,17,5,1,1,44,174,663,1365,183,110,53,1,18,18,9,59,39,21,104,76,XBOXONE,tu2Fx7Q90kK1kVE7O0rAYQ
32,1,28/04/2017,US,1,4,9,15,,1,0,9,82,188,343,172,,120,1,2,14,3,5,12,1,1,13,XBOXONE,X-SBd6Qy4kakDnEs_Xj2fg
0,1,28/04/2017,US,1,2,2,7,,1,0,13,93,158,314,24,,,1,1,14,1,1,14,5,18,26,XBOXONE,xZ_tX4kp90uXJrGK83kmKA
2,1,28/04/2017,US,1,2,5,9,3,1,1,12,240,587,731,144,110,,1,27,17,1,6,5,,,,XBOXONE,zDELKBrw30mhGLSn-6t8ww
0,0,29/04/2017,-1,1,2,4,15,,1,0,28,249,806,1614,245,,,2,18,13,19,104,64,55,366,256,PS4,iuNLKZYP5EWJnu0vVEylgg
0,1,29/04/2017,-1,1,2,4,12,,1,0,9,92,173,613,52,,180,1,3,13,1,6,16,5,31,33,PS4,kT54tWrD1EqNNfCADpHX2w
968,1,29/04/2017,-1,1,1,2,9,,1,0,11,94,174,402,274,,24,,3,13,,3,13,6,25,36,PS4,Lym-wE6g2kq64r7z-BzQrw
47,1,29/04/2017,-1,1,13,18,26,,1,0,22,260,453,798,139,110,101,4,9,11,1,6,14,1,8,17,PS4,pI01woOoA0-swmAW-Sj4sA
0,0,29/04/2017,AR,1,1,1,6,3,1,1,20,167,387,1616,245,,,1,11,14,3,52,35,,4,,PS4,Ll_x5FjDdEeUwAF3ToNOPw
5,1,29/04/2017,AU,1,1,1,11,,1,0,17,105,210,1056,252,,14,,9,13,,10,19,13,91,73,PS4,5LzzSi66gUyZyoyANJBpOw
6,1,29/04/2017,BE,1,2,4,12,3,1,1,19,341,636,874,141,110,,2,51,17,,1,1,,,,PS4,bhxmCNxp9Em8UIv4Tbktqw
8,1,29/04/2017,BR,1,2,8,17,,1,0,10,190,524,1101,314,,133,,27,15,3,66,54,8,46,36,PS4,1AGTUIh4VkedGKxJtd5khA
0,0,29/04/2017,BR,1,3,6,9,,1,0,19,162,288,442,56,,,1,12,14,,19,14,1,17,25,PS4,COdWcE0LXEOPJepiqvKdtw
0,0,29/04/2017,BR,1,5,7,18,,1,0,26,280,443,1016,282,,12,,42,16,2,14,16,7,67,54,PS4,RjpcbYjeak2tCgUjuTu4pA
2,1,29/04/2017,BR,1,3,3,8,,1,0,25,497,595,881,173,110,63,4,55,16,1,5,16,5,36,30,PS4,t0daj95FYkGfRB0gHguxeg
42,1,29/04/2017,BR,2,2,4,13,,1,0,41,196,772,1772,282,,81,,30,14,8,95,49,30,198,147,PS4,t1OJfsFhS0ObRVDKVgEP7Q
27,1,29/04/2017,CA,1,2,3,6,,1,0,11,91,165,242,262,,,,4,14,2,3,14,1,,9,PS4,DHKia8dvE0-0N6CgBco02A
481,1,29/04/2017,CA,1,1,3,13,,1,0,152,305,381,3056,271,,244,,7,12,2,6,16,34,137,102,PS4,XT-KsafBC0igrjEf2BVxDg
5,1,29/04/2017,CO,1,2,3,8,,1,0,19,141,256,604,195,220,12,,14,14,3,9,18,1,40,41,PS4,xV6iJACxrEifb15cRACYAw
0,0,29/04/2017,CZ,1,2,3,20,,1,0,17,188,556,1524,244,,,4,15,15,2,49,32,17,138,77,PS4,gagaDXufv02K5GQB4vxhWw
32,1,29/04/2017,DE,1,4,11,15,,1,0,49,476,1709,2002,192,110,,,2,13,,5,18,1,5,9,PS4,0KPVg6ApUUCcZ84VKDuJbw
14,1,29/04/2017,DE,1,4,6,15,,1,0,15,158,321,719,366,,10,,5,14,,19,22,8,52,44,PS4,7TssIniXtEO6vWOZrh5MxQ
0,0,29/04/2017,DE,1,1,2,3,2,1,1,8,67,133,276,222,,,,1,14,,,,,,,PS4,9pg-yDSJEECEKmCzQQhA1Q
2,1,29/04/2017,DE,1,2,2,9,2,1,1,19,145,383,1573,120,,60,1,14,11,,,,,,,PS4,aCYZn-3wNUK9NvRnpB6k_Q
0,1,29/04/2017,DE,1,6,8,16,,1,0,13,113,214,404,205,,58,,3,10,1,3,14,3,,14,PS4,DtQZPwpbXkmpQtSF0UjhDQ
0,1,29/04/2017,DE,1,2,11,17,3,1,1,16,134,630,1544,130,110,6,2,14,14,1,19,5,,,,PS4,F8K4m8x7DkOpGSi2Y7syNQ
3,1,29/04/2017,DE,1,11,22,37,,1,0,21,153,385,653,39,,27,2,5,12,,5,14,3,15,22,PS4,Pla7XYroWkeKi4DL1AeWTQ
6,1,29/04/2017,DE,1,2,9,17,,1,0,17,236,485,600,49,220,6,3,15,12,1,18,18,1,5,17,PS4,Tcwb3cEZWk-g0_DM5V2DwA
0,0,29/04/2017,DE,1,6,9,18,,1,0,22,178,427,748,268,,6,2,30,15,6,41,24,8,64,58,PS4,YTBLjkn8rkCBPGyK2JoWuw
37,1,29/04/2017,DE,1,2,5,14,,1,0,14,91,274,368,64,,6,,,14,,1,16,2,3,10,PS4,zMDdsxiwLUa4chv_uh8GjA
0,1,29/04/2017,ES,1,1,3,10,,1,0,18,102,235,515,242,,,3,5,13,5,20,25,3,22,24,PS4,_-Cuw9GvJ0GD-j1or2TlSg
32,1,29/04/2017,ES,1,1,3,4,,1,0,14,152,272,556,147,110,31,,5,15,2,14,20,1,10,24,PS4,8UcS1Zp-6UGVbUi-ExWCOQ
11,1,29/04/2017,ES,2,2,2,6,,1,0,20,77,163,327,35,140,22,1,1,15,1,,15,,10,24,PS4,o0NtGAtTxUm44AyfDh7FEg
0,1,29/04/2017,ES,1,2,6,18,2,1,1,14,121,178,416,6,220,24,,5,5,,,,,,,PS4,SMa48IBI2EiKMYJrKicrOg
0,0,29/04/2017,FR,1,3,3,13,3,1,1,12,173,293,662,20,220,7,1,12,15,,13,13,,,,PS4,2w7pfPe3D0ScUjB5mtVbNA
5,1,29/04/2017,FR,1,2,2,5,,1,0,14,89,281,424,16,,240,,1,12,1,2,15,1,11,16,PS4,6IW37TTG3UufAskTH-7cmQ
21,1,29/04/2017,FR,1,2,5,7,,1,0,15,166,415,514,102,,19,,9,14,,11,17,2,1,14,PS4,BYkALWk7x06CSgo49vPp_w
0,0,29/04/2017,FR,1,2,4,11,4,1,1,15,106,224,950,110,,122,1,11,14,1,11,21,4,32,23,PS4,f2H6UUREk0id_EbncaL_tA
13,1,29/04/2017,FR,2,9,11,14,,1,0,9,103,166,215,139,,120,,6,13,1,4,12,,1,11,PS4,FrY0cyOV2EmZLkB2bLjKBg
13,1,29/04/2017,FR,1,5,7,14,,1,0,13,82,163,262,108,110,,,2,13,,4,14,,6,12,PS4,OZpqQ08pK0SadhDNhT_HFQ
0,0,29/04/2017,FR,1,1,2,12,4,1,1,17,95,329,926,68,,166,,1,11,1,13,18,,,,PS4,qZGMsbtusUu10sfssFxmMQ
3,1,29/04/2017,FR,1,1,2,10,,1,0,15,69,223,669,280,,6,,3,13,,5,18,4,21,30,PS4,R1EnOCspjECgthqFYKJeIw
4,1,29/04/2017,FR,1,5,8,18,,1,0,31,192,370,830,54,,424,,15,14,1,20,21,5,43,33,PS4,SJ1V1lWt6ECNEIlwFDYmVg
0,0,29/04/2017,FR,1,2,3,11,,1,0,33,1010,1963,2532,252,,,2,51,15,11,141,73,16,176,129,PS4,VDorWoG9X0CiLvoDyVYeGw
9,1,29/04/2017,FR,1,2,5,16,,1,0,14,161,383,988,258,,57,2,5,13,,8,15,13,40,43,PS4,zIR18lldZ0yTAdMooLVC2g
0,0,29/04/2017,GB,1,4,6,10,,1,0,18,131,272,423,36,,,,6,16,2,5,13,3,8,15,PS4,3BIWl_ImaUKPM7OWVAH8iQ
0,0,29/04/2017,GB,1,1,1,5,2,1,1,16,78,195,982,73,110,69,,4,11,,,,,,,PS4,epGpjYx38kKd6f_oD9m9cA
0,0,29/04/2017,GB,1,1,2,7,,1,0,19,93,241,424,264,,6,1,10,12,3,19,24,3,47,52,PS4,ngZmPK42x0ejPebO4bPtVg
0,1,29/04/2017,GB,1,4,4,9,,1,0,10,74,165,405,311,110,52,,2,14,3,6,16,6,21,31,PS4,oodIp7tFrEO161YamzHLQw
0,0,29/04/2017,GR,1,1,3,8,4,1,1,23,166,764,1659,152,110,,1,23,15,4,35,24,8,26,30,PS4,_kC8WfGZ5kyvbSv2I8gbmw
0,0,29/04/2017,GR,1,3,3,5,,1,0,17,118,167,246,171,,108,,11,14,,,14,1,6,10,PS4,MiWafzCPD0KEbQzaSBWEYA
13,1,29/04/2017,IT,1,1,5,16,,1,0,16,120,314,412,237,,6,,1,11,,5,14,,2,14,PS4,FodVQr2GM0i8q6UO8dA0Dw
68,1,29/04/2017,IT,1,2,3,8,,1,0,12,109,203,519,198,,182,2,5,14,1,6,19,8,33,32,PS4,GzOMETkuykiRVnhC2daKDw
0,1,29/04/2017,IT,1,5,7,11,2,1,1,28,154,242,397,124,,,,6,12,,,,,,,PS4,Jhq2RYR8kkGWV8BB2WPOOg
0,0,29/04/2017,IT,1,2,3,8,,1,0,20,106,287,679,94,,,,6,13,,16,22,7,41,40,PS4,jw586DYc1U6sAejmmsk-YQ
0,0,29/04/2017,JP,1,1,1,4,,1,0,18,71,149,395,186,,,1,2,11,,5,19,6,66,65,PS4,3c60YoOwME-UUihwf_Ikog
0,1,29/04/2017,JP,1,2,6,10,,1,0,15,186,414,628,21,220,48,4,24,14,2,28,25,7,37,30,PS4,sBT4EaCa7k-DzduyITpjPw
0,0,29/04/2017,KW,1,2,5,12,,1,0,62,225,457,1767,562,,6,1,10,13,3,19,22,21,79,60,PS4,O2ivPvWMH0-gJjKz7IfMTw
0,0,29/04/2017,KZ,1,2,4,7,,1,0,17,124,232,398,263,,,2,11,12,1,8,20,7,10,22,PS4,DO7DNmExuEiq6l7DSBShkg
240,1,29/04/2017,KZ,1,2,6,18,,1,0,10,119,362,648,176,110,287,,22,11,1,32,30,12,62,48,PS4,e-U23bocWU2sVdI8YuW7Sw
0,0,29/04/2017,LB,1,3,4,13,,1,0,25,113,327,729,132,,,1,6,10,4,20,23,5,47,40,PS4,hP3xWUAuZUyfFufnOrgpJQ
0,0,29/04/2017,NL,1,1,3,12,,1,0,14,128,354,818,334,,,1,17,12,5,31,25,5,53,47,PS4,s-hhwSaRr0Shfj08tKvrUQ
0,0,29/04/2017,NO,1,4,15,20,5,1,1,52,405,1314,1912,373,,,1,32,14,1,98,49,1,77,39,PS4,slhlZkzPw0eVAKxyDoRbyg
6,1,29/04/2017,PE,1,1,3,5,,1,0,11,61,110,197,49,,,,1,12,1,,11,,1,16,PS4,wmiXamGFEk2K--CSXpt8ag
371,1,29/04/2017,PL,1,2,6,14,,1,0,13,144,318,414,359,,6,3,9,14,9,8,17,1,3,9,PS4,A9L_P3Rs_ky5ziu0ipK3MA
0,0,29/04/2017,PL,1,1,4,20,,1,0,13,120,517,1787,67,,46,2,7,15,4,25,22,17,91,67,PS4,KOgHtJ5tREyV7OT_FRNM6A
